neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,review_scores_cleanliness,review_scores_location,amenities_count,wifi,kitchen,tv,air_conditioning,washer,dryer,dishwasher,microwave,refrigerator,workspace,gym,pets_allowed,parking,elevator,self_check_in,stay_length,checkin_month
East Morrisania,Bronx,40.83149,-73.88841,Private room,1,1.5,,1.0,5.0,5.0,4.86,24,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,30,6
Upper West Side,Manhattan,40.80234,-73.96858,Private room,1,1.0,,1.0,5.0,5.0,5.0,29,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,30,7
Prospect-Lefferts Gardens,Brooklyn,40.66074,-73.94983,Entire home/apt,2,1.0,1.0,2.0,4.15,4.69,4.62,19,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,30,6
Harlem,Manhattan,40.80679,-73.94817,Entire home/apt,2,,1.0,,4.96,4.89,4.96,31,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,180,6
Flatlands,Brooklyn,40.63153,-73.92616,Entire home/apt,5,1.0,,2.0,4.2,4.4,4.3,17,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,30,6
East Elmhurst,Queens,40.7632,-73.86946,Private room,4,1.0,,2.0,4.77,4.65,4.65,27,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,30,6
East New York,Brooklyn,40.66609,-73.87325,Entire home/apt,2,1.5,1.0,1.0,5.0,5.0,4.33,23,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,30,6
Upper East Side,Manhattan,40.75884,-73.95945,Entire home/apt,4,2.0,2.0,2.0,4.44,4.11,4.44,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,6
Carroll Gardens,Brooklyn,40.67732,-74.0003,Entire home/apt,2,1.0,1.0,2.0,4.95,4.91,4.99,38,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,30,10
Lower East Side,Manhattan,40.71171,-73.99189,Entire home/apt,2,,1.0,,,,,19,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,60,12
Mount Hope,Bronx,40.8469,-73.90458,Private room,2,2.0,,1.0,4.97,4.83,4.8,62,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,30,10
Crown Heights,Brooklyn,40.67829,-73.94823,Private room,2,1.0,,1.0,,,,24,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,30,6
Midtown,Manhattan,40.74644,-73.98448,Private room,2,1.0,1.0,1.0,4.35,4.41,4.81,24,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,6
Midtown,Manhattan,40.74519,-73.98244,Private room,2,,1.0,1.0,4.17,4.36,4.73,21,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,6
Midtown,Manhattan,40.74645,-73.98253,Private room,2,,1.0,1.0,4.29,4.37,4.72,18,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,6
Midtown,Manhattan,40.74715,-73.9846,Private room,2,,1.0,1.0,4.39,4.55,4.78,19,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,6
Bay Ridge,Brooklyn,40.62573,-74.0266,Private room,1,2.0,,1.0,4.97,4.92,4.84,22,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,30,9
Williamsburg,Brooklyn,40.72006,-73.96019,Entire home/apt,2,1.0,1.0,1.0,5.0,5.0,5.0,45,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,30,6
Gowanus,Brooklyn,40.68397,-73.98836,Entire home/apt,4,1.0,2.0,2.0,4.91,4.91,5.0,49,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,30,7
Williamsburg,Brooklyn,40.71667,-73.94054,Entire home/apt,6,,3.0,,4.53,4.93,4.8,33,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,300,6
Bedford-Stuyvesant,Brooklyn,40.69531,-73.94403,Private room,2,1.0,,1.0,4.71,4.57,4.79,30,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,30,6
Prince's Bay,Staten Island,40.52339,-74.20517,Entire home/apt,3,,1.0,3.0,5.0,5.0,5.0,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,6
Upper East Side,Manhattan,40.77077102661133,-73.95748138427734,Entire home/apt,3,1.0,1.0,1.0,4.5,4.5,5.0,35,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,30,8
Midtown,Manhattan,40.74579,-73.98447,Private room,2,1.0,1.0,1.0,4.22,4.21,4.7,22,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,6
Midtown,Manhattan,40.74502,-73.98428,Private room,4,1.0,1.0,2.0,4.4,4.44,4.79,18,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,6
Midtown,Manhattan,40.74519,-73.9839,Private room,2,1.0,1.0,1.0,4.43,4.57,4.86,19,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,6
Midtown,Manhattan,40.74531,-73.98435,Private room,2,2.0,1.0,1.0,,,,21,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,6
Tribeca,Manhattan,40.71884,-74.00283,Private room,2,,,1.0,4.62,4.86,4.86,15,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,11
Bedford-Stuyvesant,Brooklyn,40.6903,-73.95507,Entire home/apt,7,1.0,2.0,4.0,4.44,4.49,4.41,33,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,30,7
Upper West Side,Manhattan,40.79148305386304,-73.96978246100136,Private room,2,3.0,,1.0,4.97,4.92,4.99,19,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,6
Ditmars Steinway,Queens,40.77465,-73.91985,Entire home/apt,2,,1.0,,4.88,4.82,4.88,29,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,30,9
Dyker Heights,Brooklyn,40.61832,-74.0082,Entire home/apt,2,1.0,,1.0,3.73,4.45,4.36,19,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,30,10
Upper East Side,Manhattan,40.78321,-73.94558,Entire home/apt,4,,2.0,3.0,4.53,4.2,4.8,26,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,30,8
Williamsburg,Brooklyn,40.71195,-73.94648,Private room,2,2.0,2.0,2.0,4.85,4.64,4.98,70,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,6
Williamsburg,Brooklyn,40.71706,-73.95708,Private room,2,1.0,1.0,1.0,4.97,4.97,4.99,37,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,30,10
Chinatown,Manhattan,40.71806,-74.00094,Private room,2,,,1.0,4.72,4.86,4.83,15,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,11
East New York,Brooklyn,40.66179,-73.8671,Entire home/apt,2,1.0,1.0,1.0,5.0,5.0,5.0,22,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,30,6
Upper East Side,Manhattan,40.77595,-73.95559,Entire home/apt,2,1.0,1.0,1.0,5.0,4.0,5.0,33,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,30,6
Flatbush,Brooklyn,40.64379,-73.95666,Entire home/apt,3,1.0,1.0,1.0,5.0,5.0,4.44,49,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,30,6
Far Rockaway,Queens,40.60517,-73.7497,Entire home/apt,8,4.0,4.0,6.0,3.8,5.0,4.6,47,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,30,6
Bedford-Stuyvesant,Brooklyn,40.67995,-73.94541,Private room,1,,1.0,,4.4,4.0,4.4,49,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,85,1
Canarsie,Brooklyn,40.63226,-73.9087,Private room,1,1.5,,1.0,5.0,5.0,4.0,28,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,30,6
Midtown,Manhattan,40.75244,-73.96727,Entire home/apt,6,1.0,2.0,2.0,,,,18,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,30,7
Douglaston,Queens,40.76899,-73.74844,Entire home/apt,4,,2.0,,4.93,4.84,4.95,36,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,30,8
Harlem,Manhattan,40.80174,-73.9588,Entire home/apt,2,,,2.0,3.0,3.5,4.5,23,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,30,7
Fresh Meadows,Queens,40.74261,-73.78616,Private room,4,,,2.0,4.25,4.75,4.75,44,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,30,6
Midtown,Manhattan,40.75359,-73.97357,Private room,4,1.0,1.0,2.0,4.95,4.95,4.95,17,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,3,6
Williamsbridge,Bronx,40.87934,-73.86055,Entire home/apt,3,1.0,2.0,3.0,4.61,4.67,4.72,48,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,30,8
Williamsburg,Brooklyn,40.70812225341797,-73.95311737060547,Private room,1,1.0,,1.0,5.0,4.9,4.9,18,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,30,6
Lower East Side,Manhattan,40.72282,-73.99037,Entire home/apt,4,1.0,2.0,2.0,,,,23,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,30,8
Upper East Side,Manhattan,40.78111,-73.94586,Entire home/apt,4,1.0,2.0,3.0,4.9,4.7,4.9,25,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,30,10
Kips Bay,Manhattan,40.74,-73.97855,Entire home/apt,4,,1.0,2.0,,,,23,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,30,6
Upper East Side,Manhattan,40.78314,-73.95099,Private room,1,1.0,1.0,1.0,5.0,5.0,5.0,22,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,30,6
Williamsburg,Brooklyn,40.70615,-73.93106,Private room,2,1.5,,1.0,4.8,4.5,4.9,33,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,30,6
Prospect-Lefferts Gardens,Brooklyn,40.6602897644043,-73.94403839111328,Private room,2,1.0,2.0,2.0,5.0,5.0,4.79,57,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,4,6
Harlem,Manhattan,40.81586,-73.94081,Private room,2,,2.0,2.0,4.96,5.0,4.88,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,7
Crown Heights,Brooklyn,40.66676,-73.94696,Entire home/apt,6,2.0,2.0,6.0,4.69,5.0,4.92,33,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,30,6
SoHo,Manhattan,40.72445,-74.00853,Entire home/apt,4,2.5,2.0,2.0,,,,18,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,30,6
Williamsburg,Brooklyn,40.70732,-73.95188,Entire home/apt,4,1.0,2.0,2.0,4.2,4.6,5.0,18,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,30,6
Prospect-Lefferts Gardens,Brooklyn,40.66311,-73.94583,Entire home/apt,3,1.0,1.0,1.0,4.84,4.84,4.79,45,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,30,7
Upper West Side,Manhattan,40.79644,-73.9619,Entire home/apt,5,2.5,3.0,3.0,5.0,5.0,5.0,18,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,30,1
East Harlem,Manhattan,40.80385,-73.93611,Private room,1,,1.0,,4.5,4.0,5.0,27,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,90,1
Bedford-Stuyvesant,Brooklyn,40.68329945745086,-73.95648442459378,Entire home/apt,2,,,1.0,4.91,4.82,4.82,41,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,30,8
Prospect-Lefferts Gardens,Brooklyn,40.65774,-73.96127,Entire home/apt,1,,2.0,,4.0,3.0,4.0,20,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,145,11
Bedford-Stuyvesant,Brooklyn,40.68852,-73.92905,Entire home/apt,4,1.0,1.0,2.0,4.94,4.81,4.71,42,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,30,7
Kips Bay,Manhattan,40.74533462524414,-73.9798583984375,Entire home/apt,2,1.0,1.0,1.0,4.67,5.0,4.94,26,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,30,8
Bedford-Stuyvesant,Brooklyn,40.690519893629386,-73.94256618728232,Entire home/apt,4,1.0,1.0,1.0,5.0,5.0,5.0,41,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,30,6
Midtown,Manhattan,40.74513,-73.98735,Private room,2,,1.0,,5.0,5.0,5.0,23,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,11
Midtown,Manhattan,40.74293,-73.98643,Private room,2,,1.0,,5.0,5.0,5.0,24,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,12
Chinatown,Manhattan,40.71356,-73.9904,Private room,1,1.0,,1.0,4.92,4.96,4.87,37,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,30,10
Bushwick,Brooklyn,40.70257952251706,-73.92250785147827,Private room,2,1.0,1.0,1.0,4.22,4.44,5.0,46,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,2,6
Upper West Side,Manhattan,40.78716,-73.97202,Private room,2,1.0,,1.0,4.93,4.88,4.95,49,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,30,6
Chelsea,Manhattan,40.73945,-74.00133,Entire home/apt,2,1.0,1.0,1.0,4.86,4.66,5.0,22,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,30,7
Greenpoint,Brooklyn,40.7284,-73.95747,Entire home/apt,5,,2.0,2.0,,,,25,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,30,8
Kips Bay,Manhattan,40.74489,-73.97798,Entire home/apt,4,1.0,1.0,1.0,5.0,4.94,5.0,53,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,30,6
East Harlem,Manhattan,40.785671,-73.949539,Entire home/apt,3,1.0,1.0,1.0,4.54,4.69,4.85,38,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,30,6
Midtown,Manhattan,40.74433,-73.98811,Private room,2,,1.0,,4.0,5.0,5.0,24,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,12
Midtown,Manhattan,40.74498,-73.98754,Private room,2,,1.0,,4.75,5.0,5.0,24,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,8
Midtown,Manhattan,40.7451,-73.9876,Private room,2,,1.0,,5.0,5.0,5.0,24,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,4
Midtown,Manhattan,40.7444,-73.9879,Private room,3,,1.0,,5.0,5.0,5.0,23,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,10
Tribeca,Manhattan,40.71525,-74.008,Private room,2,,1.0,,4.82,4.95,4.91,21,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,4
Tribeca,Manhattan,40.71457,-74.00964,Private room,2,,1.0,,,,,22,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,12
Tribeca,Manhattan,40.71662,-74.00945,Private room,2,1.0,1.0,1.0,,,,21,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,6
Throgs Neck,Bronx,40.82749,-73.81481,Entire home/apt,8,2.5,3.0,4.0,4.93,5.0,5.0,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,6
Corona,Queens,40.74284,-73.85263,Private room,1,1.0,,1.0,4.72,4.87,4.72,17,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,30,6
Sheepshead Bay,Brooklyn,40.60094,-73.95847,Private room,1,1.0,,1.0,,,,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,30,6
Tribeca,Manhattan,40.71478,-74.00775,Private room,2,,1.0,,,,,21,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,7
Tribeca,Manhattan,40.7143,-74.00974,Private room,2,,1.0,,4.0,5.0,5.0,23,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,10
Tribeca,Manhattan,40.71657,-74.00981,Private room,2,,1.0,,4.0,4.0,5.0,21,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,11
Williamsburg,Brooklyn,40.71871,-73.94751,Entire home/apt,3,1.0,1.0,1.0,5.0,4.8,4.8,19,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,30,6
Flushing,Queens,40.74525,-73.82951,Entire home/apt,2,1.0,1.0,1.0,4.54,4.19,4.61,34,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,30,12
Maspeth,Queens,40.72201324714594,-73.89256662838329,Entire home/apt,2,1.0,1.0,1.0,4.99,4.97,4.87,38,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,3,6
East Village,Manhattan,40.728332072071744,-73.98404337104976,Entire home/apt,2,,,,4.83,4.61,5.0,47,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,188,9
Astoria,Queens,40.7633876,-73.90972579999999,Shared room,2,1.0,1.0,1.0,4.98,4.97,4.93,46,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,6
Williamsburg,Brooklyn,40.70864,-73.96613,Entire home/apt,2,1.0,1.0,1.0,5.0,4.98,4.79,39,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,30,11
Upper East Side,Manhattan,40.76074,-73.95962,Entire home/apt,2,1.0,1.0,1.0,4.56,4.56,4.67,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,6
Midtown,Manhattan,40.7589,-73.96085,Entire home/apt,4,1.0,2.0,2.0,4.56,4.89,4.78,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,7
Midtown,Manhattan,40.76463,-73.98107,Private room,1,1.0,,1.0,,,,9,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,30,6
Upper West Side,Manhattan,40.78355,-73.98196,Private room,2,,1.0,,3.0,4.0,3.0,24,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,12
Upper West Side,Manhattan,40.78306,-73.98224,Private room,2,,1.0,,4.5,5.0,5.0,22,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,10
Upper West Side,Manhattan,40.78361,-73.98214,Private room,4,,1.0,,5.0,5.0,5.0,16,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,12
Upper West Side,Manhattan,40.78191,-73.98232,Private room,2,,1.0,,5.0,5.0,4.0,16,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,12
Upper West Side,Manhattan,40.78207,-73.98001,Private room,2,,1.0,,5.0,5.0,5.0,16,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,12
Upper West Side,Manhattan,40.78309,-73.97998,Private room,2,,1.0,,,,,22,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,11
Upper West Side,Manhattan,40.78321,-73.98227,Private room,4,,1.0,,,,,17,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,4
Upper West Side,Manhattan,40.78125,-73.98013,Private room,6,,2.0,,5.0,4.67,5.0,17,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,4
Morningside Heights,Manhattan,40.8102,-73.95913,Private room,2,1.0,,1.0,4.89,4.84,4.84,26,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,30,8
Bedford-Stuyvesant,Brooklyn,40.69171,-73.95898,Private room,3,1.0,,1.0,5.0,4.25,5.0,25,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,30,6
Williamsburg,Brooklyn,40.71515,-73.94205,Private room,1,2.0,,1.0,4.96,4.83,4.96,42,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,30,10
Long Island City,Queens,40.7446,-73.94942,Entire home/apt,2,1.0,1.0,1.0,5.0,5.0,5.0,56,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,30,9
Springfield Gardens,Queens,40.67339,-73.75604,Private room,5,1.0,2.0,3.0,4.65,4.73,4.63,28,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,30,2
Williamsburg,Brooklyn,40.71347,-73.95679,Entire home/apt,2,1.0,1.0,1.0,4.82,4.73,5.0,22,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,30,9
Far Rockaway,Queens,40.60527,-73.74962,Entire home/apt,4,2.0,2.0,5.0,4.5,4.75,4.63,22,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,30,6
Prospect-Lefferts Gardens,Brooklyn,40.66276,-73.95091,Entire home/apt,6,1.0,4.0,4.0,4.59,4.67,4.28,29,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,30,6
Upper West Side,Manhattan,40.79096,-73.96795,Entire home/apt,2,,1.0,1.0,4.86,4.43,5.0,44,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,30,6
Upper East Side,Manhattan,40.77149,-73.95363,Entire home/apt,2,,,1.0,5.0,5.0,5.0,12,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,30,6
Jackson Heights,Queens,40.75566,-73.8813,Entire home/apt,4,1.0,1.0,2.0,4.98,5.0,4.98,36,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,30,6
Harlem,Manhattan,40.80814,-73.95147,Private room,3,1.5,,2.0,5.0,5.0,4.8,14,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6
Canarsie,Brooklyn,40.64064,-73.89364,Entire home/apt,3,,1.0,,4.76,4.87,4.73,27,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,30,8
Chelsea,Manhattan,40.7521348,-74.001404,Entire home/apt,4,1.0,1.0,1.0,4.33,4.0,5.0,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,10
East Flatbush,Brooklyn,40.65474,-73.91802,Private room,1,1.0,,1.0,5.0,5.0,5.0,39,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,30,6
Ridgewood,Queens,40.70663,-73.90317,Private room,1,1.0,1.0,,5.0,4.83,5.0,45,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,30,8
Ridgewood,Queens,40.70696,-73.90243,Private room,1,1.0,,1.0,4.97,4.79,4.86,45,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,30,9
Astoria,Queens,40.7708,-73.92028,Entire home/apt,2,1.0,1.0,1.0,4.92,4.96,4.85,36,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,30,6
Bedford-Stuyvesant,Brooklyn,40.68941,-73.93482,Private room,2,1.0,,1.0,,,,10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,30,6
Laurelton,Queens,40.67627,-73.73914,Entire home/apt,4,1.0,3.0,3.0,5.0,5.0,5.0,40,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,30,7
St. Albans,Queens,40.69983,-73.75368,Private room,4,1.0,2.0,2.0,4.73,4.63,4.75,45,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,2,6
Ridgewood,Queens,40.707,-73.90131,Private room,1,1.0,,1.0,5.0,5.0,4.92,52,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,30,10
Bedford-Stuyvesant,Brooklyn,40.68448,-73.94401,Private room,2,1.0,,2.0,4.62,4.46,4.71,46,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,2,7
Ridgewood,Queens,40.70535,-73.90261,Private room,1,1.0,,1.0,5.0,4.95,4.85,47,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,30,9
Ridgewood,Queens,40.70513,-73.90976,Entire home/apt,5,1.0,2.0,2.0,4.59,4.43,4.68,32,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,30,6
Norwood,Bronx,40.87152,-73.87713,Entire home/apt,2,,,,4.82,4.77,4.76,61,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,30,9
Canarsie,Brooklyn,40.64492920906818,-73.90220152565068,Private room,2,2.0,,1.0,4.5,4.31,4.62,33,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,30,7
Little Italy,Manhattan,40.71999,-73.99585,Private room,2,1.0,1.0,1.0,4.91,4.88,4.94,41,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,30,7
Borough Park,Brooklyn,40.64146,-73.99288,Entire home/apt,4,1.0,2.0,2.0,4.9,4.81,4.58,50,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,30,6
Clinton Hill,Brooklyn,40.68252,-73.96543,Entire home/apt,4,1.0,1.0,1.0,4.75,4.71,4.82,33,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,30,9
Bushwick,Brooklyn,40.70139,-73.93085,Entire home/apt,5,2.0,3.0,3.0,4.75,4.25,4.5,29,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,30,8
Ridgewood,Queens,40.70532,-73.90259,Private room,1,1.0,,1.0,4.85,4.6,4.65,50,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,30,9
Ridgewood,Queens,40.7053,-73.90283,Private room,1,1.0,,1.0,4.88,4.84,4.92,50,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,30,10
Bedford-Stuyvesant,Brooklyn,40.69347,-73.94399,Entire home/apt,5,2.0,3.0,3.0,4.65,4.77,4.61,30,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,30,6
Bedford-Stuyvesant,Brooklyn,40.69473,-73.94553,Private room,2,1.0,1.0,1.0,4.83,4.75,4.75,29,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,30,9
East Harlem,Manhattan,40.784,-73.94573,Private room,1,1.0,1.0,2.0,3.75,3.5,3.75,26,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,30,1
Bushwick,Brooklyn,40.70162,-73.92955,Private room,4,,3.0,,4.82,4.59,4.56,26,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,30,11
Upper West Side,Manhattan,40.78622,-73.96947,Entire home/apt,2,1.0,1.0,1.0,4.86,5.0,5.0,12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,5
East Flatbush,Brooklyn,40.64246,-73.9493,Entire home/apt,8,3.0,4.0,6.0,4.81,4.89,4.67,62,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,30,7
Harlem,Manhattan,40.82352,-73.94428,Entire home/apt,4,1.0,2.0,,4.78,4.63,4.78,32,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,2,6
Bedford-Stuyvesant,Brooklyn,40.69283,-73.94529,Private room,1,1.0,,1.0,4.83,4.97,4.72,32,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,30,11
Throgs Neck,Bronx,40.83174,-73.81748,Entire home/apt,5,1.5,3.0,3.0,,,,17,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,30,6
Williamsburg,Brooklyn,40.71327,-73.96523,Private room,2,1.0,1.0,1.0,4.94,4.97,4.97,57,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,3,6
Astoria,Queens,40.75967,-73.92044,Private room,2,1.0,,2.0,4.88,4.76,4.96,45,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,30,8
Astoria,Queens,40.75692,-73.92436,Entire home/apt,4,,2.0,,4.76,4.77,4.91,35,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,90,8
Williamsburg,Brooklyn,40.71446,-73.95253,Entire home/apt,2,1.0,1.0,1.0,5.0,5.0,5.0,19,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,30,7
Bushwick,Brooklyn,40.70317,-73.92278,Private room,4,2.0,2.0,3.0,,,,10,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,30,6
St. Albans,Queens,40.69154,-73.7479,Entire home/apt,5,1.0,2.0,2.0,4.51,4.46,4.84,29,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,30,6
Sunset Park,Brooklyn,40.64812,-74.00578,Private room,1,,,1.0,,,,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,30,9
